,MLII,V1
0 days 00:05:02.047386,-228,-100
0 days 00:05:02.050164,-228,-105
0 days 00:05:02.052942,-228,-111
0 days 00:05:02.055720,-230,-119
0 days 00:05:02.058498,-233,-121
0 days 00:05:02.061276,-237,-129
0 days 00:05:02.064054,-238,-127
0 days 00:05:02.066832,-242,-127
0 days 00:05:02.069610,-242,-126
0 days 00:05:02.072388,-245,-121
0 days 00:05:02.075166,-244,-122
0 days 00:05:02.077944,-246,-126
0 days 00:05:02.080722,-249,-129
0 days 00:05:02.083500,-250,-134
0 days 00:05:02.086278,-253,-141
0 days 00:05:02.089056,-257,-151
0 days 00:05:02.091834,-259,-153
0 days 00:05:02.094612,-260,-156
0 days 00:05:02.097390,-264,-156
0 days 00:05:02.100168,-264,-157
0 days 00:05:02.102946,-263,-158
0 days 00:05:02.105724,-259,-153
0 days 00:05:02.108502,-259,-154
0 days 00:05:02.111280,-263,-155
0 days 00:05:02.114058,-269,-160
0 days 00:05:02.116836,-273,-159
0 days 00:05:02.119614,-278,-161
0 days 00:05:02.122392,-273,-165
0 days 00:05:02.125170,-266,-166
0 days 00:05:02.127948,-262,-169
0 days 00:05:02.130726,-261,-172
0 days 00:05:02.133504,-260,-175
0 days 00:05:02.136282,-262,-175
0 days 00:05:02.139060,-263,-172
0 days 00:05:02.141838,-262,-168
0 days 00:05:02.144616,-263,-166
0 days 00:05:02.147394,-260,-163
0 days 00:05:02.150172,-256,-160
0 days 00:05:02.152950,-250,-160
0 days 00:05:02.155728,-246,-155
0 days 00:05:02.158506,-243,-153
0 days 00:05:02.161284,-239,-152
0 days 00:05:02.164062,-241,-151
0 days 00:05:02.166840,-240,-151
0 days 00:05:02.169618,-238,-149
0 days 00:05:02.172396,-234,-147
0 days 00:05:02.175174,-229,-144
0 days 00:05:02.177952,-222,-137
0 days 00:05:02.180730,-218,-136
0 days 00:05:02.183508,-215,-132
0 days 00:05:02.186286,-209,-128
0 days 00:05:02.189064,-203,-124
0 days 00:05:02.191842,-200,-120
0 days 00:05:02.194620,-200,-116
0 days 00:05:02.197398,-204,-108
0 days 00:05:02.200176,-209,-102
0 days 00:05:02.202954,-209,-97
0 days 00:05:02.205732,-202,-99
0 days 00:05:02.208510,-198,-95
0 days 00:05:02.211288,-193,-92
0 days 00:05:02.214066,-190,-89
0 days 00:05:02.216844,-189,-90
0 days 00:05:02.219622,-189,-91
0 days 00:05:02.222400,-188,-92
0 days 00:05:02.225178,-189,-94
0 days 00:05:02.227956,-189,-96
0 days 00:05:02.230734,-194,-95
0 days 00:05:02.233512,-192,-93
0 days 00:05:02.236290,-190,-84
0 days 00:05:02.239068,-191,-76
0 days 00:05:02.241846,-189,-74
0 days 00:05:02.244624,-190,-71
0 days 00:05:02.247402,-195,-68
0 days 00:05:02.250180,-194,-74
0 days 00:05:02.252958,-192,-74
0 days 00:05:02.255736,-194,-77
0 days 00:05:02.258514,-195,-80
0 days 00:05:02.261292,-193,-82
0 days 00:05:02.264070,-196,-84
0 days 00:05:02.266848,-193,-84
0 days 00:05:02.269626,-195,-85
0 days 00:05:02.272404,-194,-85
0 days 00:05:02.275182,-193,-87
0 days 00:05:02.277960,-194,-87
0 days 00:05:02.280738,-198,-84
0 days 00:05:02.283516,-200,-88
0 days 00:05:02.286294,-203,-88
0 days 00:05:02.289072,-201,-94
0 days 00:05:02.291850,-203,-96
0 days 00:05:02.294628,-204,-93
0 days 00:05:02.297406,-205,-91
0 days 00:05:02.300184,-203,-84
0 days 00:05:02.302962,-201,-83
0 days 00:05:02.305740,-200,-77
0 days 00:05:02.308518,-199,-77
0 days 00:05:02.311296,-198,-80
0 days 00:05:02.314074,-197,-77
0 days 00:05:02.316852,-195,-80
0 days 00:05:02.319630,-195,-78
0 days 00:05:02.322408,-200,-85
0 days 00:05:02.325186,-203,-87
0 days 00:05:02.327964,-198,-91
0 days 00:05:02.330742,-196,-90
0 days 00:05:02.333520,-192,-93
0 days 00:05:02.336298,-194,-88
0 days 00:05:02.339076,-201,-86
0 days 00:05:02.341854,-204,-88
0 days 00:05:02.344632,-206,-87
0 days 00:05:02.347410,-210,-90
0 days 00:05:02.350188,-208,-93
0 days 00:05:02.352966,-205,-94
0 days 00:05:02.355744,-209,-95
0 days 00:05:02.358522,-209,-94
0 days 00:05:02.361300,-209,-94
0 days 00:05:02.364078,-210,-94
0 days 00:05:02.366856,-207,-93
0 days 00:05:02.369634,-211,-95
0 days 00:05:02.372412,-209,-90
0 days 00:05:02.375190,-208,-91
0 days 00:05:02.377968,-207,-87
0 days 00:05:02.380746,-203,-85
0 days 00:05:02.383524,-205,-88
0 days 00:05:02.386302,-202,-86
0 days 00:05:02.389080,-204,-85
0 days 00:05:02.391858,-202,-88
0 days 00:05:02.394636,-204,-92
0 days 00:05:02.397414,-199,-95
0 days 00:05:02.400192,-199,-94
0 days 00:05:02.402970,-198,-94
0 days 00:05:02.405748,-197,-87
0 days 00:05:02.408526,-200,-91
0 days 00:05:02.411304,-206,-86
0 days 00:05:02.414082,-207,-85
0 days 00:05:02.416860,-209,-87
0 days 00:05:02.419638,-213,-94
0 days 00:05:02.422416,-216,-96
0 days 00:05:02.425194,-218,-97
0 days 00:05:02.427972,-219,-101
0 days 00:05:02.430750,-216,-103
0 days 00:05:02.433528,-211,-104
0 days 00:05:02.436306,-209,-100
0 days 00:05:02.439084,-208,-95
0 days 00:05:02.441862,-210,-93
0 days 00:05:02.444640,-208,-91
0 days 00:05:02.447418,-210,-94
0 days 00:05:02.450196,-211,-96
0 days 00:05:02.452974,-207,-99
0 days 00:05:02.455752,-205,-100
0 days 00:05:02.458530,-204,-100
0 days 00:05:02.461308,-199,-103
0 days 00:05:02.464086,-197,-98
0 days 00:05:02.466864,-192,-94
0 days 00:05:02.469642,-190,-86
0 days 00:05:02.472420,-190,-80
0 days 00:05:02.475198,-192,-81
0 days 00:05:02.477976,-190,-82
0 days 00:05:02.480754,-193,-82
0 days 00:05:02.483532,-197,-85
0 days 00:05:02.486310,-196,-89
0 days 00:05:02.489088,-193,-93
0 days 00:05:02.491866,-189,-100
0 days 00:05:02.494644,-192,-101
0 days 00:05:02.497422,-191,-103
0 days 00:05:02.500200,-190,-105
0 days 00:05:02.502978,-192,-104
0 days 00:05:02.505756,-190,-103
0 days 00:05:02.508534,-187,-103
0 days 00:05:02.511312,-182,-100
0 days 00:05:02.514090,-172,-102
0 days 00:05:02.516868,-165,-100
0 days 00:05:02.519646,-160,-100
0 days 00:05:02.522424,-159,-96
0 days 00:05:02.525202,-157,-87
0 days 00:05:02.527980,-162,-79
0 days 00:05:02.530758,-167,-73
0 days 00:05:02.533536,-171,-74
0 days 00:05:02.536314,-177,-71
0 days 00:05:02.539092,-179,-81
0 days 00:05:02.541870,-181,-84
0 days 00:05:02.544648,-180,-92
0 days 00:05:02.547426,-175,-92
0 days 00:05:02.550204,-168,-90
0 days 00:05:02.552982,-161,-80
0 days 00:05:02.555760,-161,-69
0 days 00:05:02.558538,-158,-67
0 days 00:05:02.561316,-161,-58
0 days 00:05:02.564094,-162,-54
0 days 00:05:02.566872,-168,-52
0 days 00:05:02.569650,-171,-54
0 days 00:05:02.572428,-174,-59
0 days 00:05:02.575206,-179,-64
0 days 00:05:02.577984,-183,-71
0 days 00:05:02.580762,-187,-72
0 days 00:05:02.583540,-190,-77
0 days 00:05:02.586318,-192,-77
0 days 00:05:02.589096,-194,-81
0 days 00:05:02.591874,-193,-81
0 days 00:05:02.594652,-195,-83
0 days 00:05:02.597430,-193,-84
0 days 00:05:02.600208,-194,-90
0 days 00:05:02.602986,-195,-86
0 days 00:05:02.605764,-197,-89
0 days 00:05:02.608542,-199,-88
0 days 00:05:02.611320,-202,-88
0 days 00:05:02.614098,-200,-86
0 days 00:05:02.616876,-199,-91
0 days 00:05:02.619654,-201,-90
0 days 00:05:02.622432,-205,-89
0 days 00:05:02.625210,-209,-92
0 days 00:05:02.627988,-211,-85
0 days 00:05:02.630766,-213,-90
0 days 00:05:02.633544,-213,-95
0 days 00:05:02.636322,-215,-95
0 days 00:05:02.639100,-215,-98
0 days 00:05:02.641878,-212,-95
0 days 00:05:02.644656,-212,-93
0 days 00:05:02.647434,-212,-91
0 days 00:05:02.650212,-210,-101
0 days 00:05:02.652990,-209,-99
0 days 00:05:02.655768,-212,-106
0 days 00:05:02.658546,-213,-108
0 days 00:05:02.661324,-221,-107
0 days 00:05:02.664102,-225,-109
0 days 00:05:02.666880,-233,-111
0 days 00:05:02.669658,-235,-110
0 days 00:05:02.672436,-233,-111
0 days 00:05:02.675214,-226,-113
0 days 00:05:02.677992,-219,-113
0 days 00:05:02.680770,-218,-110
0 days 00:05:02.683548,-215,-107
0 days 00:05:02.686326,-216,-109
0 days 00:05:02.689104,-211,-118
0 days 00:05:02.691882,-212,-129
0 days 00:05:02.694660,-200,-148
0 days 00:05:02.697438,-182,-168
0 days 00:05:02.700216,-161,-194
0 days 00:05:02.702994,-132,-220
0 days 00:05:02.705772,-103,-241
0 days 00:05:02.708550,-72,-263
0 days 00:05:02.711328,-48,-275
0 days 00:05:02.714106,-37,-283
0 days 00:05:02.716884,-38,-271
0 days 00:05:02.719662,-41,-250
0 days 00:05:02.722440,-40,-222
0 days 00:05:02.725218,-32,-194
0 days 00:05:02.727996,-13,-158
0 days 00:05:02.730774,14,-127
0 days 00:05:02.733552,41,-91
0 days 00:05:02.736330,56,-44
0 days 00:05:02.739108,55,17
0 days 00:05:02.741886,28,74
0 days 00:05:02.744664,-24,123
0 days 00:05:02.747442,-99,146
0 days 00:05:02.750220,-181,138
0 days 00:05:02.752998,-256,103
0 days 00:05:02.755776,-315,48
0 days 00:05:02.758554,-353,-8
0 days 00:05:02.761332,-373,-54
0 days 00:05:02.764110,-381,-79
0 days 00:05:02.766888,-388,-92
0 days 00:05:02.769666,-394,-98
0 days 00:05:02.772444,-400,-108
0 days 00:05:02.775222,-406,-116
0 days 00:05:02.778000,-409,-126
0 days 00:05:02.780778,-410,-132
0 days 00:05:02.783556,-412,-134
0 days 00:05:02.786334,-417,-133
0 days 00:05:02.789112,-417,-135
0 days 00:05:02.791890,-419,-128
0 days 00:05:02.794668,-415,-125
0 days 00:05:02.797446,-409,-126
0 days 00:05:02.800224,-405,-129
0 days 00:05:02.803002,-395,-135
0 days 00:05:02.805780,-379,-134
0 days 00:05:02.808558,-357,-135
0 days 00:05:02.811336,-330,-132
0 days 00:05:02.814114,-301,-125
0 days 00:05:02.816892,-271,-117
0 days 00:05:02.819670,-249,-101
0 days 00:05:02.822448,-230,-92
0 days 00:05:02.825226,-217,-83
0 days 00:05:02.828004,-213,-77
0 days 00:05:02.830782,-218,-74
0 days 00:05:02.833560,-216,-79
0 days 00:05:02.836338,-219,-77
0 days 00:05:02.839116,-218,-77
0 days 00:05:02.841894,-211,-78
0 days 00:05:02.844672,-205,-73
0 days 00:05:02.847450,-201,-69
0 days 00:05:02.850228,-198,-70
0 days 00:05:02.853006,-196,-70
0 days 00:05:02.855784,-196,-74
0 days 00:05:02.858562,-199,-76
0 days 00:05:02.861340,-202,-78
0 days 00:05:02.864118,-206,-80
0 days 00:05:02.866896,-206,-80
0 days 00:05:02.869674,-208,-80
0 days 00:05:02.872452,-208,-77
0 days 00:05:02.875230,-206,-79
0 days 00:05:02.878008,-205,-78
0 days 00:05:02.880786,-203,-80
0 days 00:05:02.883564,-206,-83
0 days 00:05:02.886342,-208,-87
0 days 00:05:02.889120,-213,-93
0 days 00:05:02.891898,-215,-98
0 days 00:05:02.894676,-220,-99
0 days 00:05:02.897454,-221,-102
0 days 00:05:02.900232,-219,-107
0 days 00:05:02.903010,-220,-106
0 days 00:05:02.905788,-223,-110
0 days 00:05:02.908566,-223,-112
0 days 00:05:02.911344,-225,-113
0 days 00:05:02.914122,-226,-118
0 days 00:05:02.916900,-222,-118
0 days 00:05:02.919678,-226,-121
0 days 00:05:02.922456,-231,-126
0 days 00:05:02.925234,-234,-133
0 days 00:05:02.928012,-241,-135
0 days 00:05:02.930790,-243,-137
0 days 00:05:02.933568,-246,-143
0 days 00:05:02.936346,-248,-146
0 days 00:05:02.939124,-248,-148
0 days 00:05:02.941902,-247,-148
0 days 00:05:02.944680,-249,-148
0 days 00:05:02.947458,-247,-149
0 days 00:05:02.950236,-250,-147
0 days 00:05:02.953014,-252,-150
0 days 00:05:02.955792,-250,-155
0 days 00:05:02.958570,-254,-161
0 days 00:05:02.961348,-254,-163
0 days 00:05:02.964126,-258,-165
0 days 00:05:02.966904,-261,-171
0 days 00:05:02.969682,-262,-169
0 days 00:05:02.972460,-265,-169
0 days 00:05:02.975238,-264,-170
0 days 00:05:02.978016,-262,-170
0 days 00:05:02.980794,-260,-169
0 days 00:05:02.983572,-257,-171
0 days 00:05:02.986350,-254,-173
0 days 00:05:02.989128,-255,-172
0 days 00:05:02.991906,-254,-176
0 days 00:05:02.994684,-253,-173
0 days 00:05:02.997462,-254,-174
0 days 00:05:03.000240,-250,-173
0 days 00:05:03.003018,-255,-172
0 days 00:05:03.005796,-247,-171
0 days 00:05:03.008574,-243,-170
0 days 00:05:03.011352,-237,-165
0 days 00:05:03.014130,-232,-162
0 days 00:05:03.016908,-231,-158
0 days 00:05:03.019686,-227,-155
0 days 00:05:03.022464,-226,-154
0 days 00:05:03.025242,-226,-153
0 days 00:05:03.028020,-224,-150
0 days 00:05:03.030798,-219,-149
0 days 00:05:03.033576,-216,-148
0 days 00:05:03.036354,-214,-142
0 days 00:05:03.039132,-211,-134
0 days 00:05:03.041910,-206,-130
0 days 00:05:03.044688,-203,-125
0 days 00:05:03.047466,-198,-120
0 days 00:05:03.050244,-198,-118
0 days 00:05:03.053022,-195,-123
0 days 00:05:03.055800,-190,-124
0 days 00:05:03.058578,-189,-125
0 days 00:05:03.061356,-189,-121
0 days 00:05:03.064134,-188,-123
0 days 00:05:03.066912,-187,-117
0 days 00:05:03.069690,-186,-112
0 days 00:05:03.072468,-185,-108
0 days 00:05:03.075246,-180,-104
0 days 00:05:03.078024,-180,-104
0 days 00:05:03.080802,-175,-102
0 days 00:05:03.083580,-174,-97
0 days 00:05:03.086358,-175,-98
0 days 00:05:03.089136,-174,-99
0 days 00:05:03.091914,-173,-100
0 days 00:05:03.094692,-176,-99
0 days 00:05:03.097470,-177,-101
0 days 00:05:03.100248,-179,-100
0 days 00:05:03.103026,-178,-99
0 days 00:05:03.105804,-178,-99
0 days 00:05:03.108582,-178,-95
0 days 00:05:03.111360,-176,-94
0 days 00:05:03.114138,-176,-89
0 days 00:05:03.116916,-171,-90
0 days 00:05:03.119694,-173,-91
0 days 00:05:03.122472,-171,-89
0 days 00:05:03.125250,-176,-94
0 days 00:05:03.128028,-177,-94
0 days 00:05:03.130806,-176,-99
0 days 00:05:03.133584,-177,-99
0 days 00:05:03.136362,-178,-100
0 days 00:05:03.139140,-177,-96
0 days 00:05:03.141918,-180,-93
0 days 00:05:03.144696,-176,-91
0 days 00:05:03.147474,-174,-88
0 days 00:05:03.150252,-174,-89
0 days 00:05:03.153030,-177,-89
0 days 00:05:03.155808,-175,-89
0 days 00:05:03.158586,-177,-90
0 days 00:05:03.161364,-180,-91
0 days 00:05:03.164142,-181,-94
0 days 00:05:03.166920,-178,-98
0 days 00:05:03.169698,-180,-96
0 days 00:05:03.172476,-181,-96
0 days 00:05:03.175254,-179,-90
0 days 00:05:03.178032,-178,-88
0 days 00:05:03.180810,-178,-87
0 days 00:05:03.183588,-174,-84
0 days 00:05:03.186366,-174,-86
0 days 00:05:03.189144,-178,-87
0 days 00:05:03.191922,-177,-93
0 days 00:05:03.194700,-184,-96
0 days 00:05:03.197478,-182,-97
0 days 00:05:03.200256,-183,-95
0 days 00:05:03.203034,-181,-97
0 days 00:05:03.205812,-184,-96
0 days 00:05:03.208590,-176,-95
0 days 00:05:03.211368,-177,-93
0 days 00:05:03.214146,-172,-92
0 days 00:05:03.216924,-173,-91
0 days 00:05:03.219702,-176,-91
0 days 00:05:03.222480,-174,-96
0 days 00:05:03.225258,-175,-99
0 days 00:05:03.228036,-177,-99
0 days 00:05:03.230814,-178,-102
0 days 00:05:03.233592,-179,-102
0 days 00:05:03.236370,-179,-100
0 days 00:05:03.239148,-178,-100
0 days 00:05:03.241926,-176,-95
0 days 00:05:03.244704,-173,-95
0 days 00:05:03.247482,-171,-91
0 days 00:05:03.250260,-171,-95
0 days 00:05:03.253038,-174,-97
0 days 00:05:03.255816,-177,-96
0 days 00:05:03.258594,-177,-100
0 days 00:05:03.261372,-176,-100
0 days 00:05:03.264150,-176,-105
0 days 00:05:03.266928,-178,-103
0 days 00:05:03.269706,-178,-102
0 days 00:05:03.272484,-175,-100
0 days 00:05:03.275262,-174,-100
0 days 00:05:03.278040,-175,-97
0 days 00:05:03.280818,-170,-95
0 days 00:05:03.283596,-170,-97
0 days 00:05:03.286374,-171,-96
0 days 00:05:03.289152,-170,-100
0 days 00:05:03.291930,-172,-100
0 days 00:05:03.294708,-172,-101
0 days 00:05:03.297486,-174,-103
0 days 00:05:03.300264,-173,-101
0 days 00:05:03.303042,-178,-107
0 days 00:05:03.305820,-175,-103
0 days 00:05:03.308598,-171,-104
0 days 00:05:03.311376,-167,-96
0 days 00:05:03.314154,-167,-97
0 days 00:05:03.316932,-165,-94
0 days 00:05:03.319710,-168,-93
0 days 00:05:03.322488,-168,-91
0 days 00:05:03.325266,-163,-90
0 days 00:05:03.328044,-165,-94
0 days 00:05:03.330822,-165,-98
0 days 00:05:03.333600,-164,-94
0 days 00:05:03.336378,-164,-99
0 days 00:05:03.339156,-159,-97
0 days 00:05:03.341934,-159,-96
0 days 00:05:03.344712,-153,-101
0 days 00:05:03.347490,-150,-98
0 days 00:05:03.350268,-146,-103
0 days 00:05:03.353046,-144,-107
0 days 00:05:03.355824,-146,-105
0 days 00:05:03.358602,-146,-109
0 days 00:05:03.361380,-144,-110
0 days 00:05:03.364158,-141,-110
0 days 00:05:03.366936,-136,-108
0 days 00:05:03.369714,-134,-108
0 days 00:05:03.372492,-131,-99
0 days 00:05:03.375270,-132,-94
0 days 00:05:03.378048,-132,-89
0 days 00:05:03.380826,-130,-86
0 days 00:05:03.383604,-129,-87
0 days 00:05:03.386382,-138,-92
0 days 00:05:03.389160,-140,-93
0 days 00:05:03.391938,-145,-99
0 days 00:05:03.394716,-147,-101
0 days 00:05:03.397494,-145,-100
0 days 00:05:03.400272,-142,-99
0 days 00:05:03.403050,-134,-91
0 days 00:05:03.405828,-129,-85
0 days 00:05:03.408606,-123,-74
0 days 00:05:03.411384,-122,-66
0 days 00:05:03.414162,-121,-61
0 days 00:05:03.416940,-125,-60
0 days 00:05:03.419718,-136,-67
0 days 00:05:03.422496,-142,-73
0 days 00:05:03.425274,-147,-82
0 days 00:05:03.428052,-152,-96
0 days 00:05:03.430830,-156,-99
0 days 00:05:03.433608,-157,-98
0 days 00:05:03.436386,-161,-95
0 days 00:05:03.439164,-164,-90
0 days 00:05:03.441942,-163,-89
0 days 00:05:03.444720,-166,-89
0 days 00:05:03.447498,-165,-88
0 days 00:05:03.450276,-163,-91
0 days 00:05:03.453054,-165,-96
0 days 00:05:03.455832,-171,-101
0 days 00:05:03.458610,-171,-104
0 days 00:05:03.461388,-172,-103
0 days 00:05:03.464166,-172,-103
0 days 00:05:03.466944,-173,-100
0 days 00:05:03.469722,-174,-94
0 days 00:05:03.472500,-175,-97
0 days 00:05:03.475278,-170,-94
0 days 00:05:03.478056,-168,-97
0 days 00:05:03.480834,-169,-96
0 days 00:05:03.483612,-168,-97
0 days 00:05:03.486390,-170,-98
0 days 00:05:03.489168,-169,-100
0 days 00:05:03.491946,-169,-102
0 days 00:05:03.494724,-169,-105
0 days 00:05:03.497502,-170,-107
0 days 00:05:03.500280,-169,-105
0 days 00:05:03.503058,-169,-107
0 days 00:05:03.505836,-168,-106
0 days 00:05:03.508614,-165,-104
0 days 00:05:03.511392,-168,-103
0 days 00:05:03.514170,-165,-104
0 days 00:05:03.516948,-165,-104
0 days 00:05:03.519726,-165,-107
0 days 00:05:03.522504,-167,-111
0 days 00:05:03.525282,-172,-116
0 days 00:05:03.528060,-175,-121
0 days 00:05:03.530838,-179,-130
0 days 00:05:03.533616,-181,-145
0 days 00:05:03.536394,-179,-154
0 days 00:05:03.539172,-168,-174
0 days 00:05:03.541950,-149,-194
0 days 00:05:03.544728,-122,-221
0 days 00:05:03.547506,-91,-247
0 days 00:05:03.550284,-64,-276
0 days 00:05:03.553062,-41,-296
0 days 00:05:03.555840,-37,-308
0 days 00:05:03.558618,-37,-304
0 days 00:05:03.561396,-43,-285
0 days 00:05:03.564174,-52,-260
0 days 00:05:03.566952,-46,-229
0 days 00:05:03.569730,-36,-196
0 days 00:05:03.572508,-9,-160
0 days 00:05:03.575286,26,-117
0 days 00:05:03.578064,54,-69
0 days 00:05:03.580842,69,-3
0 days 00:05:03.583620,55,57
0 days 00:05:03.586398,7,107
0 days 00:05:03.589176,-67,130
0 days 00:05:03.591954,-146,123
0 days 00:05:03.594732,-218,87
0 days 00:05:03.597510,-269,38
0 days 00:05:03.600288,-302,-13
0 days 00:05:03.603066,-323,-49
0 days 00:05:03.605844,-337,-76
0 days 00:05:03.608622,-344,-90
0 days 00:05:03.611400,-354,-95
0 days 00:05:03.614178,-361,-103
0 days 00:05:03.616956,-366,-110
0 days 00:05:03.619734,-370,-121
0 days 00:05:03.622512,-371,-129
0 days 00:05:03.625290,-373,-134
0 days 00:05:03.628068,-375,-135
0 days 00:05:03.630846,-374,-137
0 days 00:05:03.633624,-374,-136
0 days 00:05:03.636402,-377,-136
0 days 00:05:03.639180,-370,-134
0 days 00:05:03.641958,-361,-131
0 days 00:05:03.644736,-350,-136
0 days 00:05:03.647514,-331,-139
0 days 00:05:03.650292,-300,-139
0 days 00:05:03.653070,-271,-132
0 days 00:05:03.655848,-240,-127
0 days 00:05:03.658626,-213,-117
0 days 00:05:03.661404,-194,-108
0 days 00:05:03.664182,-183,-104
0 days 00:05:03.666960,-176,-95
0 days 00:05:03.669738,-177,-95
0 days 00:05:03.672516,-177,-93
0 days 00:05:03.675294,-172,-91
0 days 00:05:03.678072,-170,-91
0 days 00:05:03.680850,-168,-93
0 days 00:05:03.683628,-163,-95
0 days 00:05:03.686406,-166,-93
0 days 00:05:03.689184,-164,-98
0 days 00:05:03.691962,-167,-102
0 days 00:05:03.694740,-170,-101
0 days 00:05:03.697518,-172,-103
0 days 00:05:03.700296,-172,-104
0 days 00:05:03.703074,-177,-105
0 days 00:05:03.705852,-176,-104
0 days 00:05:03.708630,-179,-101
0 days 00:05:03.711408,-174,-106
0 days 00:05:03.714186,-175,-103
0 days 00:05:03.716964,-173,-106
0 days 00:05:03.719742,-173,-111
0 days 00:05:03.722520,-177,-113
0 days 00:05:03.725298,-181,-115
